provenance,claim_id,reviewer_slot,reviewer_id,primary_cause,additional_causes,confidence,evidence_rationale,completed_at,status
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004762,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004887,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004887,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004887,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004544,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004544,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004544,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004671,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004671,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004671,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004665,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004665,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004665,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004991,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004991,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004991,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004642,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004642,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004642,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004317,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004317,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004317,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004511,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004511,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004511,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004593,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004593,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004593,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004202,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004202,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004202,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004703,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004703,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004703,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004646,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004646,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004646,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004911,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004911,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004911,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004966,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004966,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004966,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004818,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004818,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004818,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004850,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004850,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004850,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004346,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004346,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004346,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004356,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004356,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004356,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004968,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004968,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004968,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004285,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004285,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004285,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004411,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004411,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004411,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004766,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004766,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004766,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004984,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004984,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004984,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004421,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004421,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004421,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004698,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004698,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004698,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004815,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004815,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004815,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004579,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004579,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004579,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004474,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004474,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004474,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004901,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004901,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004901,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004281,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004281,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004281,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004558,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004558,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004558,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004688,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004688,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004688,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004261,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004261,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004261,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004781,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004781,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004781,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004625,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004625,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004625,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004367,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004367,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004367,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004212,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004212,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004212,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004683,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004683,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004683,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004916,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004916,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004916,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004339,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004339,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004339,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004478,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004478,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004478,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004342,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004342,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004342,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004724,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004724,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004724,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004849,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004849,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004849,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004267,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004267,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004267,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004473,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004473,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004473,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004257,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004257,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004257,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004221,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004221,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004221,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004504,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004504,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004504,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004570,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004570,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004570,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004658,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004658,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004658,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004767,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004767,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004767,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004283,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004283,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004283,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004738,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004738,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004738,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004616,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004616,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004616,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004488,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004488,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004488,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004541,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004541,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004541,3,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004880,1,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004880,2,,,,,,,NOT_ANNOTATED
BLANK_HUMAN_ANNOTATION_FORM_FOR_SYNTHETIC_CASE,SYN-004880,3,,,,,,,NOT_ANNOTATED
