provenance,claim_id,freight_order_id,event_timestamp,carrier_id,region,claim_value_usd,contract_payment_days,document_quality,image_damage_proxy,delay_hours,sla_buffer_hours,shipped_quantity,extracted_received_quantity,contractual_loss_tolerance,evidence_text
SYNTHETIC_NOT_REAL,SYN-004336,SYN-FO-004336,2025-11-13T10:55:12+00:00,SYN-C024,North America,243.73,15,0.4799,0.796,19.292,24.0,451,452,0.01,SIMULATED: transit deviation 19.3 h; load 451 pieces; received-document reading 452; image damage proxy 0.80.
SYNTHETIC_NOT_REAL,SYN-004593,SYN-FO-004593,2025-12-02T05:11:02.400000+00:00,SYN-C077,Asia Pacific,1705.94,45,0.9283,0.1226,1.955,2.0,68,63,0.0,SIMULATED: transit deviation 2.0 h; load 68 pieces; received-document reading 63; image damage proxy 0.12.
SYNTHETIC_NOT_REAL,SYN-004202,SYN-FO-004202,2025-11-03T16:09:07.200000+00:00,SYN-C068,Europe,127.25,15,0.6627,1.0,0.0,24.0,85,89,0.01,SIMULATED: transit deviation 0.0 h; load 85 pieces; received-document reading 89; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-004703,SYN-FO-004703,2025-12-10T05:54:14.400000+00:00,SYN-C034,North America,1701.28,30,0.76,0.5277,0.0,4.0,384,355,0.01,SIMULATED: transit deviation 0.0 h; load 384 pieces; received-document reading 355; image damage proxy 0.53.
SYNTHETIC_NOT_REAL,SYN-004646,SYN-FO-004646,2025-12-06T02:02:24+00:00,SYN-C075,North America,903.99,60,0.5297,0.656,12.64,8.0,99,96,0.03,SIMULATED: transit deviation 12.6 h; load 99 pieces; received-document reading 96; image damage proxy 0.66.
SYNTHETIC_NOT_REAL,SYN-004911,SYN-FO-004911,2025-12-25T10:19:12+00:00,SYN-C055,Asia Pacific,1584.55,30,0.7551,0.8681,0.248,12.0,254,224,0.03,SIMULATED: transit deviation 0.2 h; load 254 pieces; received-document reading 224; image damage proxy 0.87.
SYNTHETIC_NOT_REAL,SYN-004966,SYN-FO-004966,2025-12-29T10:40:48+00:00,SYN-C031,Latin America,462.91,30,0.9612,0.7186,26.796,24.0,140,125,0.0,SIMULATED: transit deviation 26.8 h; load 140 pieces; received-document reading 125; image damage proxy 0.72.
SYNTHETIC_NOT_REAL,SYN-004818,SYN-FO-004818,2025-12-18T15:23:02.400000+00:00,SYN-C077,Asia Pacific,145.15,60,0.5512,0.1092,23.99,12.0,48,42,0.0,SIMULATED: transit deviation 24.0 h; load 48 pieces; received-document reading 42; image damage proxy 0.11.
SYNTHETIC_NOT_REAL,SYN-004850,SYN-FO-004850,2025-12-20T23:26:52.800000+00:00,SYN-C047,Europe,705.24,15,0.9294,0.7597,9.776,8.0,329,287,0.03,SIMULATED: transit deviation 9.8 h; load 329 pieces; received-document reading 287; image damage proxy 0.76.
SYNTHETIC_NOT_REAL,SYN-004346,SYN-FO-004346,2025-11-14T04:26:24+00:00,SYN-C007,North America,1477.37,15,0.8438,0.5024,1.25,2.0,352,329,0.0,SIMULATED: transit deviation 1.2 h; load 352 pieces; received-document reading 329; image damage proxy 0.50.
SYNTHETIC_NOT_REAL,SYN-004356,SYN-FO-004356,2025-11-14T21:57:36+00:00,SYN-C021,Asia Pacific,66.93,60,0.7938,0.2227,1.697,2.0,201,198,0.01,SIMULATED: transit deviation 1.7 h; load 201 pieces; received-document reading 198; image damage proxy 0.22.
SYNTHETIC_NOT_REAL,SYN-004968,SYN-FO-004968,2025-12-29T14:11:02.400000+00:00,SYN-C075,Asia Pacific,517.38,45,0.9794,0.0796,9.417,8.0,372,357,0.03,SIMULATED: transit deviation 9.4 h; load 372 pieces; received-document reading 357; image damage proxy 0.08.
SYNTHETIC_NOT_REAL,SYN-004285,SYN-FO-004285,2025-11-09T17:34:04.800000+00:00,SYN-C065,Latin America,147.15,30,0.8081,0.801,0.0,12.0,459,406,0.03,SIMULATED: transit deviation 0.0 h; load 459 pieces; received-document reading 406; image damage proxy 0.80.
SYNTHETIC_NOT_REAL,SYN-004411,SYN-FO-004411,2025-11-18T22:19:12+00:00,SYN-C027,Asia Pacific,502.19,45,0.608,0.2519,33.299,24.0,256,258,0.0,SIMULATED: transit deviation 33.3 h; load 256 pieces; received-document reading 258; image damage proxy 0.25.
SYNTHETIC_NOT_REAL,SYN-004766,SYN-FO-004766,2025-12-14T20:16:48+00:00,SYN-C055,Asia Pacific,220.34,15,0.8635,0.6862,12.346,12.0,149,149,0.03,SIMULATED: transit deviation 12.3 h; load 149 pieces; received-document reading 149; image damage proxy 0.69.
SYNTHETIC_NOT_REAL,SYN-004984,SYN-FO-004984,2025-12-30T18:12:57.600000+00:00,SYN-C034,North America,995.36,45,0.7088,0.4582,7.039,4.0,445,448,0.01,SIMULATED: transit deviation 7.0 h; load 445 pieces; received-document reading 448; image damage proxy 0.46.
SYNTHETIC_NOT_REAL,SYN-004421,SYN-FO-004421,2025-11-19T15:50:24+00:00,SYN-C041,North America,89.49,30,0.7295,0.0,2.215,2.0,304,279,0.01,SIMULATED: transit deviation 2.2 h; load 304 pieces; received-document reading 279; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-004698,SYN-FO-004698,2025-12-09T21:08:38.400000+00:00,SYN-C066,North America,174.74,15,0.7546,0.7594,2.432,8.0,443,380,0.03,SIMULATED: transit deviation 2.4 h; load 443 pieces; received-document reading 380; image damage proxy 0.76.
SYNTHETIC_NOT_REAL,SYN-004815,SYN-FO-004815,2025-12-18T10:07:40.800000+00:00,SYN-C034,Europe,1619.79,30,0.9548,0.536,2.489,2.0,395,394,0.01,SIMULATED: transit deviation 2.5 h; load 395 pieces; received-document reading 394; image damage proxy 0.54.
SYNTHETIC_NOT_REAL,SYN-004579,SYN-FO-004579,2025-12-01T04:39:21.600000+00:00,SYN-C005,North America,1128.82,60,0.4528,0.2487,13.143,8.0,165,159,0.01,SIMULATED: transit deviation 13.1 h; load 165 pieces; received-document reading 159; image damage proxy 0.25.
SYNTHETIC_NOT_REAL,SYN-004474,SYN-FO-004474,2025-11-23T12:41:45.600000+00:00,SYN-C016,North America,263.64,60,0.6287,0.476,7.346,4.0,135,127,0.03,SIMULATED: transit deviation 7.3 h; load 135 pieces; received-document reading 127; image damage proxy 0.48.
SYNTHETIC_NOT_REAL,SYN-004901,SYN-FO-004901,2025-12-24T16:48:00+00:00,SYN-C064,Latin America,364.75,60,0.4513,0.3475,11.009,8.0,347,342,0.01,SIMULATED: transit deviation 11.0 h; load 347 pieces; received-document reading 342; image damage proxy 0.35.
SYNTHETIC_NOT_REAL,SYN-004281,SYN-FO-004281,2025-11-09T10:33:36+00:00,SYN-C001,Asia Pacific,910.57,45,0.96,0.0,0.268,8.0,224,205,0.0,SIMULATED: transit deviation 0.3 h; load 224 pieces; received-document reading 205; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-004558,SYN-FO-004558,2025-11-29T15:51:50.400000+00:00,SYN-C002,Latin America,915.74,45,0.6568,0.9295,5.056,24.0,306,306,0.01,SIMULATED: transit deviation 5.1 h; load 306 pieces; received-document reading 306; image damage proxy 0.93.
SYNTHETIC_NOT_REAL,SYN-004688,SYN-FO-004688,2025-12-09T03:37:26.400000+00:00,SYN-C052,North America,327.21,45,0.4891,1.0,6.875,12.0,180,181,0.03,SIMULATED: transit deviation 6.9 h; load 180 pieces; received-document reading 181; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-004261,SYN-FO-004261,2025-11-07T23:31:12+00:00,SYN-C045,Europe,202.18,45,0.6292,0.6261,10.411,12.0,157,152,0.03,SIMULATED: transit deviation 10.4 h; load 157 pieces; received-document reading 152; image damage proxy 0.63.
SYNTHETIC_NOT_REAL,SYN-004781,SYN-FO-004781,2025-12-15T22:33:36+00:00,SYN-C068,Europe,288.08,45,0.8579,1.0,9.099,12.0,290,288,0.03,SIMULATED: transit deviation 9.1 h; load 290 pieces; received-document reading 288; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-004625,SYN-FO-004625,2025-12-04T13:14:52.800000+00:00,SYN-C070,Asia Pacific,987.3,30,0.4871,0.3807,1.535,2.0,392,378,0.0,SIMULATED: transit deviation 1.5 h; load 392 pieces; received-document reading 378; image damage proxy 0.38.
SYNTHETIC_NOT_REAL,SYN-004367,SYN-FO-004367,2025-11-15T17:13:55.200000+00:00,SYN-C046,Europe,951.05,30,0.6668,0.4445,3.178,8.0,76,62,0.03,SIMULATED: transit deviation 3.2 h; load 76 pieces; received-document reading 62; image damage proxy 0.44.
SYNTHETIC_NOT_REAL,SYN-004212,SYN-FO-004212,2025-11-04T09:40:19.200000+00:00,SYN-C008,North America,394.02,45,0.7291,0.1947,29.467,24.0,434,378,0.03,SIMULATED: transit deviation 29.5 h; load 434 pieces; received-document reading 378; image damage proxy 0.19.
SYNTHETIC_NOT_REAL,SYN-004683,SYN-FO-004683,2025-12-08T18:51:50.400000+00:00,SYN-C008,Asia Pacific,1106.35,30,0.5746,0.8046,27.503,24.0,105,113,0.0,SIMULATED: transit deviation 27.5 h; load 105 pieces; received-document reading 113; image damage proxy 0.80.
SYNTHETIC_NOT_REAL,SYN-004916,SYN-FO-004916,2025-12-25T19:04:48+00:00,SYN-C035,Asia Pacific,91.67,30,0.5367,0.8912,21.653,12.0,286,246,0.03,SIMULATED: transit deviation 21.7 h; load 286 pieces; received-document reading 246; image damage proxy 0.89.
SYNTHETIC_NOT_REAL,SYN-004339,SYN-FO-004339,2025-11-13T16:10:33.600000+00:00,SYN-C044,Asia Pacific,44.5,15,0.5972,0.6309,9.104,8.0,322,323,0.0,SIMULATED: transit deviation 9.1 h; load 322 pieces; received-document reading 323; image damage proxy 0.63.
SYNTHETIC_NOT_REAL,SYN-004478,SYN-FO-004478,2025-11-23T19:42:14.400000+00:00,SYN-C001,Europe,156.93,60,0.7291,0.5737,2.164,4.0,154,133,0.0,SIMULATED: transit deviation 2.2 h; load 154 pieces; received-document reading 133; image damage proxy 0.57.
SYNTHETIC_NOT_REAL,SYN-004342,SYN-FO-004342,2025-11-13T21:25:55.200000+00:00,SYN-C067,Europe,258.07,30,0.8061,0.228,64.188,24.0,73,65,0.01,SIMULATED: transit deviation 64.2 h; load 73 pieces; received-document reading 65; image damage proxy 0.23.
SYNTHETIC_NOT_REAL,SYN-004724,SYN-FO-004724,2025-12-11T18:41:45.600000+00:00,SYN-C012,North America,927.84,60,0.8199,0.1661,8.694,4.0,85,81,0.01,SIMULATED: transit deviation 8.7 h; load 85 pieces; received-document reading 81; image damage proxy 0.17.
SYNTHETIC_NOT_REAL,SYN-004849,SYN-FO-004849,2025-12-20T21:41:45.600000+00:00,SYN-C067,Asia Pacific,4506.53,60,0.9251,1.0,9.877,12.0,485,474,0.01,SIMULATED: transit deviation 9.9 h; load 485 pieces; received-document reading 474; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-004267,SYN-FO-004267,2025-11-08T10:01:55.200000+00:00,SYN-C017,North America,4687.55,30,0.8317,0.1582,0.0,2.0,64,66,0.01,SIMULATED: transit deviation 0.0 h; load 64 pieces; received-document reading 66; image damage proxy 0.16.
SYNTHETIC_NOT_REAL,SYN-004473,SYN-FO-004473,2025-11-23T10:56:38.400000+00:00,SYN-C063,Asia Pacific,224.23,45,0.6577,0.3488,11.155,4.0,169,165,0.03,SIMULATED: transit deviation 11.2 h; load 169 pieces; received-document reading 165; image damage proxy 0.35.
SYNTHETIC_NOT_REAL,SYN-004257,SYN-FO-004257,2025-11-07T16:30:43.200000+00:00,SYN-C063,Latin America,323.66,60,0.6725,0.6057,0.0,4.0,431,396,0.03,SIMULATED: transit deviation 0.0 h; load 431 pieces; received-document reading 396; image damage proxy 0.61.
SYNTHETIC_NOT_REAL,SYN-004221,SYN-FO-004221,2025-11-05T01:26:24+00:00,SYN-C031,Latin America,209.99,60,0.468,0.1565,14.548,12.0,171,166,0.0,SIMULATED: transit deviation 14.5 h; load 171 pieces; received-document reading 166; image damage proxy 0.16.
SYNTHETIC_NOT_REAL,SYN-004504,SYN-FO-004504,2025-11-25T17:15:21.600000+00:00,SYN-C068,Latin America,516.89,15,0.5496,0.9391,24.791,24.0,327,316,0.03,SIMULATED: transit deviation 24.8 h; load 327 pieces; received-document reading 316; image damage proxy 0.94.
SYNTHETIC_NOT_REAL,SYN-004570,SYN-FO-004570,2025-11-30T12:53:16.800000+00:00,SYN-C029,Europe,247.97,60,0.9673,0.9301,1.353,8.0,303,298,0.0,SIMULATED: transit deviation 1.4 h; load 303 pieces; received-document reading 298; image damage proxy 0.93.
SYNTHETIC_NOT_REAL,SYN-004658,SYN-FO-004658,2025-12-06T23:03:50.400000+00:00,SYN-C029,Europe,541.6,60,0.6757,0.0,33.611,24.0,455,427,0.03,SIMULATED: transit deviation 33.6 h; load 455 pieces; received-document reading 427; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-004767,SYN-FO-004767,2025-12-14T22:01:55.200000+00:00,SYN-C024,Latin America,1040.4,30,0.7853,0.5349,0.051,2.0,371,361,0.01,SIMULATED: transit deviation 0.1 h; load 371 pieces; received-document reading 361; image damage proxy 0.53.
SYNTHETIC_NOT_REAL,SYN-004283,SYN-FO-004283,2025-11-09T14:03:50.400000+00:00,SYN-C036,Asia Pacific,649.42,30,0.5611,0.3545,48.2,24.0,376,375,0.03,SIMULATED: transit deviation 48.2 h; load 376 pieces; received-document reading 375; image damage proxy 0.35.
SYNTHETIC_NOT_REAL,SYN-004738,SYN-FO-004738,2025-12-12T19:13:26.400000+00:00,SYN-C005,Asia Pacific,96.62,15,0.6385,0.8298,43.324,24.0,113,107,0.03,SIMULATED: transit deviation 43.3 h; load 113 pieces; received-document reading 107; image damage proxy 0.83.
SYNTHETIC_NOT_REAL,SYN-004616,SYN-FO-004616,2025-12-03T21:28:48+00:00,SYN-C038,Europe,786.48,45,0.5312,0.4846,1.347,4.0,335,323,0.0,SIMULATED: transit deviation 1.3 h; load 335 pieces; received-document reading 323; image damage proxy 0.48.
SYNTHETIC_NOT_REAL,SYN-004488,SYN-FO-004488,2025-11-24T13:13:26.400000+00:00,SYN-C006,North America,422.51,45,0.4965,0.5893,4.884,4.0,233,224,0.03,SIMULATED: transit deviation 4.9 h; load 233 pieces; received-document reading 224; image damage proxy 0.59.
SYNTHETIC_NOT_REAL,SYN-004541,SYN-FO-004541,2025-11-28T10:04:48+00:00,SYN-C023,Europe,72.97,15,0.7523,0.7406,30.918,12.0,125,120,0.01,SIMULATED: transit deviation 30.9 h; load 125 pieces; received-document reading 120; image damage proxy 0.74.
SYNTHETIC_NOT_REAL,SYN-004880,SYN-FO-004880,2025-12-23T04:00:28.800000+00:00,SYN-C055,Asia Pacific,335.07,30,0.8364,0.4411,31.423,24.0,215,213,0.01,SIMULATED: transit deviation 31.4 h; load 215 pieces; received-document reading 213; image damage proxy 0.44.
SYNTHETIC_NOT_REAL,SYN-004442,SYN-FO-004442,2025-11-21T04:37:55.200000+00:00,SYN-C005,North America,1896.71,30,0.8405,0.7003,0.176,12.0,162,155,0.01,SIMULATED: transit deviation 0.2 h; load 162 pieces; received-document reading 155; image damage proxy 0.70.
SYNTHETIC_NOT_REAL,SYN-004280,SYN-FO-004280,2025-11-09T08:48:28.800000+00:00,SYN-C019,Europe,336.65,15,0.6675,0.8438,21.625,24.0,181,176,0.01,SIMULATED: transit deviation 21.6 h; load 181 pieces; received-document reading 176; image damage proxy 0.84.
SYNTHETIC_NOT_REAL,SYN-004225,SYN-FO-004225,2025-11-05T08:26:52.800000+00:00,SYN-C006,Europe,297.77,60,0.699,0.6315,15.905,8.0,193,189,0.03,SIMULATED: transit deviation 15.9 h; load 193 pieces; received-document reading 189; image damage proxy 0.63.
SYNTHETIC_NOT_REAL,SYN-004949,SYN-FO-004949,2025-12-28T04:53:45.600000+00:00,SYN-C057,Latin America,520.69,45,0.7813,0.3505,28.355,24.0,190,182,0.0,SIMULATED: transit deviation 28.4 h; load 190 pieces; received-document reading 182; image damage proxy 0.35.
SYNTHETIC_NOT_REAL,SYN-004970,SYN-FO-004970,2025-12-29T17:41:16.800000+00:00,SYN-C014,Europe,477.1,60,0.8591,0.1045,7.247,4.0,291,264,0.01,SIMULATED: transit deviation 7.2 h; load 291 pieces; received-document reading 264; image damage proxy 0.10.
SYNTHETIC_NOT_REAL,SYN-004904,SYN-FO-004904,2025-12-24T22:03:21.600000+00:00,SYN-C020,Asia Pacific,187.6,45,0.7553,0.7909,0.0,2.0,498,474,0.03,SIMULATED: transit deviation 0.0 h; load 498 pieces; received-document reading 474; image damage proxy 0.79.
SYNTHETIC_NOT_REAL,SYN-004278,SYN-FO-004278,2025-11-09T05:18:14.400000+00:00,SYN-C016,Asia Pacific,1123.15,15,0.5099,0.4581,1.596,4.0,408,374,0.01,SIMULATED: transit deviation 1.6 h; load 408 pieces; received-document reading 374; image damage proxy 0.46.
SYNTHETIC_NOT_REAL,SYN-004958,SYN-FO-004958,2025-12-28T20:39:50.400000+00:00,SYN-C070,North America,435.51,45,0.7245,0.8096,1.757,8.0,413,415,0.0,SIMULATED: transit deviation 1.8 h; load 413 pieces; received-document reading 415; image damage proxy 0.81.
SYNTHETIC_NOT_REAL,SYN-004909,SYN-FO-004909,2025-12-25T06:48:57.600000+00:00,SYN-C037,North America,366.87,45,0.901,0.0039,1.746,2.0,458,458,0.0,SIMULATED: transit deviation 1.7 h; load 458 pieces; received-document reading 458; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-004702,SYN-FO-004702,2025-12-10T04:09:07.200000+00:00,SYN-C047,Asia Pacific,407.05,60,0.9448,0.5686,39.36,24.0,21,19,0.03,SIMULATED: transit deviation 39.4 h; load 21 pieces; received-document reading 19; image damage proxy 0.57.
SYNTHETIC_NOT_REAL,SYN-004252,SYN-FO-004252,2025-11-07T07:45:07.200000+00:00,SYN-C005,Asia Pacific,168.92,15,0.9088,0.2852,0.0,24.0,394,329,0.03,SIMULATED: transit deviation 0.0 h; load 394 pieces; received-document reading 329; image damage proxy 0.29.
SYNTHETIC_NOT_REAL,SYN-004395,SYN-FO-004395,2025-11-17T18:17:16.800000+00:00,SYN-C040,North America,514.16,15,0.8026,0.1415,31.597,12.0,418,415,0.0,SIMULATED: transit deviation 31.6 h; load 418 pieces; received-document reading 415; image damage proxy 0.14.
SYNTHETIC_NOT_REAL,SYN-004745,SYN-FO-004745,2025-12-13T07:29:16.800000+00:00,SYN-C029,Latin America,757.69,45,0.7075,0.6596,6.674,4.0,182,180,0.03,SIMULATED: transit deviation 6.7 h; load 182 pieces; received-document reading 180; image damage proxy 0.66.
SYNTHETIC_NOT_REAL,SYN-004286,SYN-FO-004286,2025-11-09T19:19:12+00:00,SYN-C026,Latin America,458.08,60,0.5298,0.6697,23.222,12.0,87,89,0.03,SIMULATED: transit deviation 23.2 h; load 87 pieces; received-document reading 89; image damage proxy 0.67.
SYNTHETIC_NOT_REAL,SYN-004501,SYN-FO-004501,2025-11-25T12:00:00+00:00,SYN-C008,Asia Pacific,120.2,60,0.6268,0.4099,2.755,2.0,479,481,0.03,SIMULATED: transit deviation 2.8 h; load 479 pieces; received-document reading 481; image damage proxy 0.41.
SYNTHETIC_NOT_REAL,SYN-004618,SYN-FO-004618,2025-12-04T00:59:02.400000+00:00,SYN-C002,Latin America,1474.48,15,0.9082,0.1008,3.968,8.0,473,445,0.01,SIMULATED: transit deviation 4.0 h; load 473 pieces; received-document reading 445; image damage proxy 0.10.
SYNTHETIC_NOT_REAL,SYN-004655,SYN-FO-004655,2025-12-06T17:48:28.800000+00:00,SYN-C077,Asia Pacific,818.14,30,0.7284,0.7507,2.719,2.0,341,331,0.03,SIMULATED: transit deviation 2.7 h; load 341 pieces; received-document reading 331; image damage proxy 0.75.
SYNTHETIC_NOT_REAL,SYN-004447,SYN-FO-004447,2025-11-21T13:23:31.200000+00:00,SYN-C047,Asia Pacific,741.87,30,0.6044,0.6291,0.0,2.0,466,465,0.0,SIMULATED: transit deviation 0.0 h; load 466 pieces; received-document reading 465; image damage proxy 0.63.
SYNTHETIC_NOT_REAL,SYN-004534,SYN-FO-004534,2025-11-27T21:48:57.600000+00:00,SYN-C073,Asia Pacific,998.49,60,0.9382,0.3252,3.339,2.0,159,150,0.03,SIMULATED: transit deviation 3.3 h; load 159 pieces; received-document reading 150; image damage proxy 0.33.
SYNTHETIC_NOT_REAL,SYN-004713,SYN-FO-004713,2025-12-10T23:25:26.400000+00:00,SYN-C028,North America,516.0,15,0.9388,0.3655,0.532,8.0,286,279,0.03,SIMULATED: transit deviation 0.5 h; load 286 pieces; received-document reading 279; image damage proxy 0.37.
SYNTHETIC_NOT_REAL,SYN-004436,SYN-FO-004436,2025-11-20T18:07:12+00:00,SYN-C059,North America,394.44,60,0.8671,0.1679,15.785,24.0,85,84,0.03,SIMULATED: transit deviation 15.8 h; load 85 pieces; received-document reading 84; image damage proxy 0.17.
SYNTHETIC_NOT_REAL,SYN-004730,SYN-FO-004730,2025-12-12T05:12:28.800000+00:00,SYN-C032,North America,1353.32,45,0.9236,0.6463,55.698,24.0,402,341,0.01,SIMULATED: transit deviation 55.7 h; load 402 pieces; received-document reading 341; image damage proxy 0.65.
SYNTHETIC_NOT_REAL,SYN-004573,SYN-FO-004573,2025-11-30T18:08:38.400000+00:00,SYN-C041,Latin America,135.38,15,0.7286,0.1251,33.21,24.0,275,276,0.03,SIMULATED: transit deviation 33.2 h; load 275 pieces; received-document reading 276; image damage proxy 0.13.
SYNTHETIC_NOT_REAL,SYN-004161,SYN-FO-004161,2025-10-31T16:19:12+00:00,SYN-C039,Asia Pacific,246.31,15,0.7677,0.0752,47.597,24.0,67,68,0.0,SIMULATED: transit deviation 47.6 h; load 67 pieces; received-document reading 68; image damage proxy 0.08.
SYNTHETIC_NOT_REAL,SYN-004361,SYN-FO-004361,2025-11-15T06:43:12+00:00,SYN-C030,Latin America,253.11,15,0.7088,0.0,0.0,8.0,296,279,0.0,SIMULATED: transit deviation 0.0 h; load 296 pieces; received-document reading 279; image damage proxy 0.00.
