provenance,claim_id,freight_order_id,event_timestamp,split,carrier_id,region,claim_value_usd,contract_payment_days,document_quality,image_damage_proxy,delay_hours,sla_buffer_hours,shipped_quantity,extracted_received_quantity,contractual_loss_tolerance,synthetic_primary_label,synthetic_possible_labels,synthetic_ambiguous,evidence_text
SYNTHETIC_NOT_REAL,SYN-000001,SYN-FO-000001,2025-01-01T00:00:00+00:00,train,SYN-C024,Asia Pacific,168.52,45,0.7502,0.6015,20.28,24.0,116,115,0.03,damage,damage,False,SIMULATED: transit deviation 20.3 h; load 116 pieces; received-document reading 115; image damage proxy 0.60.
SYNTHETIC_NOT_REAL,SYN-000023,SYN-FO-000023,2025-01-02T14:32:38.400000+00:00,train,SYN-C037,Latin America,2676.34,60,0.8161,0.3447,5.848,4.0,25,25,0.01,damage,damage|shortage,True,SIMULATED: transit deviation 5.8 h; load 25 pieces; received-document reading 25; image damage proxy 0.34.
SYNTHETIC_NOT_REAL,SYN-000024,SYN-FO-000024,2025-01-02T16:17:45.600000+00:00,train,SYN-C018,Latin America,198.2,60,0.9862,0.8308,4.428,4.0,457,448,0.03,damage,damage,False,SIMULATED: transit deviation 4.4 h; load 457 pieces; received-document reading 448; image damage proxy 0.83.
SYNTHETIC_NOT_REAL,SYN-000025,SYN-FO-000025,2025-01-02T18:02:52.800000+00:00,train,SYN-C065,North America,210.13,30,0.908,0.359,4.296,2.0,131,130,0.0,delay,delay,False,SIMULATED: transit deviation 4.3 h; load 131 pieces; received-document reading 130; image damage proxy 0.36.
SYNTHETIC_NOT_REAL,SYN-000026,SYN-FO-000026,2025-01-02T19:48:00+00:00,train,SYN-C025,Asia Pacific,309.98,60,0.6736,0.0,11.371,12.0,148,135,0.0,delay,delay|shortage,True,SIMULATED: transit deviation 11.4 h; load 148 pieces; received-document reading 135; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-000027,SYN-FO-000027,2025-01-02T21:33:07.200000+00:00,train,SYN-C021,Asia Pacific,2478.79,60,0.7826,0.0,53.45,24.0,433,434,0.0,delay,delay,False,SIMULATED: transit deviation 53.5 h; load 433 pieces; received-document reading 434; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-000028,SYN-FO-000028,2025-01-02T23:18:14.400000+00:00,train,SYN-C029,Europe,124.88,45,0.6169,0.4577,23.054,24.0,490,439,0.03,shortage,shortage,False,SIMULATED: transit deviation 23.1 h; load 490 pieces; received-document reading 439; image damage proxy 0.46.
SYNTHETIC_NOT_REAL,SYN-000029,SYN-FO-000029,2025-01-03T01:03:21.600000+00:00,train,SYN-C068,Latin America,671.21,15,0.8437,0.5868,3.934,12.0,122,107,0.03,shortage,shortage,False,SIMULATED: transit deviation 3.9 h; load 122 pieces; received-document reading 107; image damage proxy 0.59.
SYNTHETIC_NOT_REAL,SYN-000030,SYN-FO-000030,2025-01-03T02:48:28.800000+00:00,train,SYN-C042,North America,987.78,60,0.9021,0.268,0.0,12.0,71,62,0.03,shortage,shortage,False,SIMULATED: transit deviation 0.0 h; load 71 pieces; received-document reading 62; image damage proxy 0.27.
SYNTHETIC_NOT_REAL,SYN-000031,SYN-FO-000031,2025-01-03T04:33:36+00:00,train,SYN-C077,Europe,130.64,30,0.6071,0.0,18.913,12.0,69,64,0.01,delay,delay,False,SIMULATED: transit deviation 18.9 h; load 69 pieces; received-document reading 64; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-000032,SYN-FO-000032,2025-01-03T06:18:43.200000+00:00,train,SYN-C002,Asia Pacific,417.57,45,0.9874,0.18,8.13,12.0,212,204,0.03,shortage,shortage,False,SIMULATED: transit deviation 8.1 h; load 212 pieces; received-document reading 204; image damage proxy 0.18.
SYNTHETIC_NOT_REAL,SYN-000033,SYN-FO-000033,2025-01-03T08:03:50.400000+00:00,train,SYN-C016,Latin America,1119.43,15,0.655,0.3541,3.913,2.0,20,16,0.0,delay,delay,False,SIMULATED: transit deviation 3.9 h; load 20 pieces; received-document reading 16; image damage proxy 0.35.
SYNTHETIC_NOT_REAL,SYN-000034,SYN-FO-000034,2025-01-03T09:48:57.600000+00:00,train,SYN-C062,Europe,248.19,60,0.8663,0.5075,9.883,4.0,488,451,0.0,delay,delay,False,SIMULATED: transit deviation 9.9 h; load 488 pieces; received-document reading 451; image damage proxy 0.51.
SYNTHETIC_NOT_REAL,SYN-000035,SYN-FO-000035,2025-01-03T11:34:04.800000+00:00,train,SYN-C036,Latin America,354.93,60,0.7682,0.0,42.128,24.0,121,106,0.01,delay,delay|shortage,True,SIMULATED: transit deviation 42.1 h; load 121 pieces; received-document reading 106; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-000036,SYN-FO-000036,2025-01-03T13:19:12+00:00,train,SYN-C008,Asia Pacific,737.83,60,0.9508,0.2362,11.543,8.0,261,238,0.03,shortage,delay|shortage,True,SIMULATED: transit deviation 11.5 h; load 261 pieces; received-document reading 238; image damage proxy 0.24.
SYNTHETIC_NOT_REAL,SYN-000037,SYN-FO-000037,2025-01-03T15:04:19.200000+00:00,train,SYN-C008,North America,335.28,60,0.7757,0.4248,38.353,24.0,474,464,0.03,damage,damage,False,SIMULATED: transit deviation 38.4 h; load 474 pieces; received-document reading 464; image damage proxy 0.42.
SYNTHETIC_NOT_REAL,SYN-000038,SYN-FO-000038,2025-01-03T16:49:26.400000+00:00,train,SYN-C033,Europe,2244.09,60,0.9034,0.0,22.129,24.0,77,72,0.0,shortage,shortage,False,SIMULATED: transit deviation 22.1 h; load 77 pieces; received-document reading 72; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-000039,SYN-FO-000039,2025-01-03T18:34:33.600000+00:00,train,SYN-C004,Europe,6838.02,15,0.6396,0.1455,5.806,4.0,360,325,0.03,delay,delay,False,SIMULATED: transit deviation 5.8 h; load 360 pieces; received-document reading 325; image damage proxy 0.15.
SYNTHETIC_NOT_REAL,SYN-000040,SYN-FO-000040,2025-01-03T20:19:40.800000+00:00,train,SYN-C016,Asia Pacific,844.0,30,0.5956,0.038,14.236,12.0,110,103,0.03,delay,delay,False,SIMULATED: transit deviation 14.2 h; load 110 pieces; received-document reading 103; image damage proxy 0.04.
SYNTHETIC_NOT_REAL,SYN-000041,SYN-FO-000041,2025-01-03T22:04:48+00:00,train,SYN-C036,Europe,1678.19,30,0.9174,0.364,9.408,8.0,250,249,0.01,damage,damage,False,SIMULATED: transit deviation 9.4 h; load 250 pieces; received-document reading 249; image damage proxy 0.36.
SYNTHETIC_NOT_REAL,SYN-000042,SYN-FO-000042,2025-01-03T23:49:55.200000+00:00,train,SYN-C057,Latin America,210.18,45,0.9914,0.6095,7.15,4.0,51,47,0.01,delay,damage|delay,True,SIMULATED: transit deviation 7.2 h; load 51 pieces; received-document reading 47; image damage proxy 0.61.
SYNTHETIC_NOT_REAL,SYN-000043,SYN-FO-000043,2025-01-04T01:35:02.400000+00:00,train,SYN-C020,Asia Pacific,665.95,60,0.9898,0.3393,14.985,24.0,393,380,0.03,damage,damage,False,SIMULATED: transit deviation 15.0 h; load 393 pieces; received-document reading 380; image damage proxy 0.34.
SYNTHETIC_NOT_REAL,SYN-000044,SYN-FO-000044,2025-01-04T03:20:09.600000+00:00,train,SYN-C022,North America,379.72,60,0.7692,0.6375,0.617,2.0,348,325,0.01,shortage,shortage,False,SIMULATED: transit deviation 0.6 h; load 348 pieces; received-document reading 325; image damage proxy 0.64.
SYNTHETIC_NOT_REAL,SYN-000045,SYN-FO-000045,2025-01-04T05:05:16.800000+00:00,train,SYN-C010,Europe,480.64,15,0.9606,0.1154,20.524,8.0,170,167,0.0,delay,delay,False,SIMULATED: transit deviation 20.5 h; load 170 pieces; received-document reading 167; image damage proxy 0.12.
SYNTHETIC_NOT_REAL,SYN-000046,SYN-FO-000046,2025-01-04T06:50:24+00:00,train,SYN-C004,Europe,171.39,15,0.9294,0.6262,7.868,12.0,177,159,0.0,shortage,damage|shortage,True,SIMULATED: transit deviation 7.9 h; load 177 pieces; received-document reading 159; image damage proxy 0.63.
SYNTHETIC_NOT_REAL,SYN-000047,SYN-FO-000047,2025-01-04T08:35:31.200000+00:00,train,SYN-C076,Latin America,227.14,45,0.7303,0.7597,0.373,2.0,21,25,0.0,shortage,shortage,False,SIMULATED: transit deviation 0.4 h; load 21 pieces; received-document reading 25; image damage proxy 0.76.
SYNTHETIC_NOT_REAL,SYN-000048,SYN-FO-000048,2025-01-04T10:20:38.400000+00:00,train,SYN-C049,Europe,512.98,60,0.9633,0.6733,8.917,12.0,258,255,0.03,damage,damage,False,SIMULATED: transit deviation 8.9 h; load 258 pieces; received-document reading 255; image damage proxy 0.67.
SYNTHETIC_NOT_REAL,SYN-000049,SYN-FO-000049,2025-01-04T12:05:45.600000+00:00,train,SYN-C069,Latin America,130.22,60,0.8599,0.2516,15.626,12.0,112,102,0.0,delay,delay|shortage,True,SIMULATED: transit deviation 15.6 h; load 112 pieces; received-document reading 102; image damage proxy 0.25.
SYNTHETIC_NOT_REAL,SYN-000050,SYN-FO-000050,2025-01-04T13:50:52.800000+00:00,train,SYN-C040,North America,109.35,15,0.8928,0.5108,18.707,12.0,142,139,0.01,damage,damage|delay,True,SIMULATED: transit deviation 18.7 h; load 142 pieces; received-document reading 139; image damage proxy 0.51.
SYNTHETIC_NOT_REAL,SYN-000051,SYN-FO-000051,2025-01-04T15:36:00+00:00,train,SYN-C030,Asia Pacific,4571.28,60,0.6189,0.0,7.507,4.0,221,229,0.03,delay,delay,False,SIMULATED: transit deviation 7.5 h; load 221 pieces; received-document reading 229; image damage proxy 0.00.
SYNTHETIC_NOT_REAL,SYN-000052,SYN-FO-000052,2025-01-04T17:21:07.200000+00:00,train,SYN-C015,Latin America,598.13,15,0.6634,1.0,1.391,2.0,395,377,0.01,damage,damage,False,SIMULATED: transit deviation 1.4 h; load 395 pieces; received-document reading 377; image damage proxy 1.00.
SYNTHETIC_NOT_REAL,SYN-000053,SYN-FO-000053,2025-01-04T19:06:14.400000+00:00,train,SYN-C057,Latin America,703.23,15,0.6816,0.728,6.691,8.0,278,245,0.0,damage,damage,False,SIMULATED: transit deviation 6.7 h; load 278 pieces; received-document reading 245; image damage proxy 0.73.
SYNTHETIC_NOT_REAL,SYN-000054,SYN-FO-000054,2025-01-04T20:51:21.600000+00:00,train,SYN-C058,North America,111.99,45,0.9134,0.122,8.073,8.0,398,344,0.0,shortage,shortage,False,SIMULATED: transit deviation 8.1 h; load 398 pieces; received-document reading 344; image damage proxy 0.12.
SYNTHETIC_NOT_REAL,SYN-000055,SYN-FO-000055,2025-01-04T22:36:28.800000+00:00,train,SYN-C049,Europe,4620.52,15,0.9917,0.5852,9.094,8.0,160,151,0.01,damage,damage,False,SIMULATED: transit deviation 9.1 h; load 160 pieces; received-document reading 151; image damage proxy 0.59.
SYNTHETIC_NOT_REAL,SYN-000056,SYN-FO-000056,2025-01-05T00:21:36+00:00,train,SYN-C045,Latin America,173.61,30,0.9174,0.414,29.86,12.0,177,161,0.0,delay,delay,False,SIMULATED: transit deviation 29.9 h; load 177 pieces; received-document reading 161; image damage proxy 0.41.
SYNTHETIC_NOT_REAL,SYN-000057,SYN-FO-000057,2025-01-05T02:06:43.200000+00:00,train,SYN-C004,Asia Pacific,34.74,30,0.7687,0.8484,37.96,24.0,332,305,0.01,damage,damage,False,SIMULATED: transit deviation 38.0 h; load 332 pieces; received-document reading 305; image damage proxy 0.85.
SYNTHETIC_NOT_REAL,SYN-000058,SYN-FO-000058,2025-01-05T03:51:50.400000+00:00,train,SYN-C063,North America,125.83,45,0.6793,0.3931,3.385,2.0,411,411,0.03,damage,damage|delay,True,SIMULATED: transit deviation 3.4 h; load 411 pieces; received-document reading 411; image damage proxy 0.39.
SYNTHETIC_NOT_REAL,SYN-000059,SYN-FO-000059,2025-01-05T05:36:57.600000+00:00,train,SYN-C050,Europe,562.61,15,0.5158,0.6326,42.215,24.0,251,233,0.01,shortage,shortage,False,SIMULATED: transit deviation 42.2 h; load 251 pieces; received-document reading 233; image damage proxy 0.63.
SYNTHETIC_NOT_REAL,SYN-000060,SYN-FO-000060,2025-01-05T07:22:04.800000+00:00,train,SYN-C056,Europe,1565.46,45,0.6884,0.9842,24.756,12.0,404,411,0.03,delay,damage|delay,True,SIMULATED: transit deviation 24.8 h; load 404 pieces; received-document reading 411; image damage proxy 0.98.
SYNTHETIC_NOT_REAL,SYN-000061,SYN-FO-000061,2025-01-05T09:07:12+00:00,train,SYN-C021,Asia Pacific,161.98,30,0.8,0.7959,2.677,2.0,287,269,0.01,damage,damage|shortage,True,SIMULATED: transit deviation 2.7 h; load 287 pieces; received-document reading 269; image damage proxy 0.80.
SYNTHETIC_NOT_REAL,SYN-000062,SYN-FO-000062,2025-01-05T10:52:19.200000+00:00,train,SYN-C075,Asia Pacific,266.53,15,0.4875,0.2825,16.047,24.0,500,483,0.03,delay,delay,False,SIMULATED: transit deviation 16.0 h; load 500 pieces; received-document reading 483; image damage proxy 0.28.
SYNTHETIC_NOT_REAL,SYN-000063,SYN-FO-000063,2025-01-05T12:37:26.400000+00:00,train,SYN-C039,Europe,268.47,60,0.6177,0.3315,11.364,4.0,223,228,0.0,delay,delay,False,SIMULATED: transit deviation 11.4 h; load 223 pieces; received-document reading 228; image damage proxy 0.33.
SYNTHETIC_NOT_REAL,SYN-000064,SYN-FO-000064,2025-01-05T14:22:33.600000+00:00,train,SYN-C042,Latin America,1369.24,30,0.9414,0.358,3.008,8.0,396,357,0.0,damage,damage,False,SIMULATED: transit deviation 3.0 h; load 396 pieces; received-document reading 357; image damage proxy 0.36.
SYNTHETIC_NOT_REAL,SYN-000065,SYN-FO-000065,2025-01-05T16:07:40.800000+00:00,train,SYN-C048,Asia Pacific,629.17,30,0.6195,0.3641,4.873,2.0,356,348,0.03,delay,delay,False,SIMULATED: transit deviation 4.9 h; load 356 pieces; received-document reading 348; image damage proxy 0.36.
SYNTHETIC_NOT_REAL,SYN-000066,SYN-FO-000066,2025-01-05T17:52:48+00:00,train,SYN-C004,Latin America,459.6,15,0.7302,0.1228,3.991,2.0,68,63,0.03,shortage,delay|shortage,True,SIMULATED: transit deviation 4.0 h; load 68 pieces; received-document reading 63; image damage proxy 0.12.
SYNTHETIC_NOT_REAL,SYN-000067,SYN-FO-000067,2025-01-05T19:37:55.200000+00:00,train,SYN-C040,Latin America,445.46,15,0.5943,0.6905,17.223,12.0,447,435,0.0,damage,damage,False,SIMULATED: transit deviation 17.2 h; load 447 pieces; received-document reading 435; image damage proxy 0.69.
SYNTHETIC_NOT_REAL,SYN-000068,SYN-FO-000068,2025-01-05T21:23:02.400000+00:00,train,SYN-C005,North America,710.86,60,0.6866,0.4043,5.275,4.0,241,242,0.01,delay,delay,False,SIMULATED: transit deviation 5.3 h; load 241 pieces; received-document reading 242; image damage proxy 0.40.
SYNTHETIC_NOT_REAL,SYN-000069,SYN-FO-000069,2025-01-05T23:08:09.600000+00:00,train,SYN-C009,Latin America,298.79,60,0.6095,0.2479,1.811,4.0,439,400,0.03,shortage,shortage,False,SIMULATED: transit deviation 1.8 h; load 439 pieces; received-document reading 400; image damage proxy 0.25.
SYNTHETIC_NOT_REAL,SYN-000070,SYN-FO-000070,2025-01-06T00:53:16.800000+00:00,train,SYN-C074,Europe,323.48,30,0.8479,0.281,10.719,8.0,495,431,0.03,shortage,delay|shortage,True,SIMULATED: transit deviation 10.7 h; load 495 pieces; received-document reading 431; image damage proxy 0.28.
SYNTHETIC_NOT_REAL,SYN-000071,SYN-FO-000071,2025-01-06T02:38:24+00:00,train,SYN-C072,Latin America,148.55,45,0.5314,0.3783,8.535,4.0,279,275,0.01,delay,delay,False,SIMULATED: transit deviation 8.5 h; load 279 pieces; received-document reading 275; image damage proxy 0.38.
SYNTHETIC_NOT_REAL,SYN-000072,SYN-FO-000072,2025-01-06T04:23:31.200000+00:00,train,SYN-C003,Latin America,342.15,60,0.5478,0.4535,0.0,4.0,80,71,0.0,damage,damage|shortage,True,SIMULATED: transit deviation 0.0 h; load 80 pieces; received-document reading 71; image damage proxy 0.45.
SYNTHETIC_NOT_REAL,SYN-000073,SYN-FO-000073,2025-01-06T06:08:38.400000+00:00,train,SYN-C019,Europe,362.34,30,0.8163,0.2698,6.108,12.0,26,24,0.0,delay,delay,False,SIMULATED: transit deviation 6.1 h; load 26 pieces; received-document reading 24; image damage proxy 0.27.
SYNTHETIC_NOT_REAL,SYN-000074,SYN-FO-000074,2025-01-06T07:53:45.600000+00:00,train,SYN-C010,Latin America,150.4,45,0.5084,0.41,2.789,4.0,277,246,0.03,shortage,shortage,False,SIMULATED: transit deviation 2.8 h; load 277 pieces; received-document reading 246; image damage proxy 0.41.
SYNTHETIC_NOT_REAL,SYN-000075,SYN-FO-000075,2025-01-06T09:38:52.800000+00:00,train,SYN-C079,Europe,688.19,45,0.5008,0.3527,4.048,2.0,455,415,0.03,delay,delay,False,SIMULATED: transit deviation 4.0 h; load 455 pieces; received-document reading 415; image damage proxy 0.35.
SYNTHETIC_NOT_REAL,SYN-000076,SYN-FO-000076,2025-01-06T11:24:00+00:00,train,SYN-C033,Asia Pacific,7353.35,45,0.7597,0.3537,2.0,2.0,404,384,0.0,delay,delay,False,SIMULATED: transit deviation 2.0 h; load 404 pieces; received-document reading 384; image damage proxy 0.35.
SYNTHETIC_NOT_REAL,SYN-000077,SYN-FO-000077,2025-01-06T13:09:07.200000+00:00,train,SYN-C046,Asia Pacific,739.04,45,0.901,0.543,3.182,8.0,327,328,0.01,damage,damage,False,SIMULATED: transit deviation 3.2 h; load 327 pieces; received-document reading 328; image damage proxy 0.54.
SYNTHETIC_NOT_REAL,SYN-000078,SYN-FO-000078,2025-01-06T14:54:14.400000+00:00,train,SYN-C020,North America,1298.8,45,0.6395,0.2909,5.673,4.0,406,410,0.01,delay,delay,False,SIMULATED: transit deviation 5.7 h; load 406 pieces; received-document reading 410; image damage proxy 0.29.
SYNTHETIC_NOT_REAL,SYN-000079,SYN-FO-000079,2025-01-06T16:39:21.600000+00:00,train,SYN-C006,Latin America,627.06,15,0.4784,0.333,9.065,4.0,175,175,0.0,delay,delay,False,SIMULATED: transit deviation 9.1 h; load 175 pieces; received-document reading 175; image damage proxy 0.33.
SYNTHETIC_NOT_REAL,SYN-000080,SYN-FO-000080,2025-01-06T18:24:28.800000+00:00,train,SYN-C048,North America,287.91,15,0.6742,0.2612,40.303,24.0,456,455,0.01,delay,delay,False,SIMULATED: transit deviation 40.3 h; load 456 pieces; received-document reading 455; image damage proxy 0.26.
SYNTHETIC_NOT_REAL,SYN-000081,SYN-FO-000081,2025-01-06T20:09:36+00:00,train,SYN-C043,Asia Pacific,1378.99,45,0.9603,0.405,6.697,4.0,178,174,0.0,damage,damage,False,SIMULATED: transit deviation 6.7 h; load 178 pieces; received-document reading 174; image damage proxy 0.40.
SYNTHETIC_NOT_REAL,SYN-000082,SYN-FO-000082,2025-01-06T21:54:43.200000+00:00,train,SYN-C069,Latin America,2114.86,45,0.7218,0.5473,15.522,8.0,48,46,0.03,delay,delay,False,SIMULATED: transit deviation 15.5 h; load 48 pieces; received-document reading 46; image damage proxy 0.55.
SYNTHETIC_NOT_REAL,SYN-000083,SYN-FO-000083,2025-01-06T23:39:50.400000+00:00,train,SYN-C060,North America,227.44,15,0.9926,0.431,2.581,2.0,126,126,0.0,delay,delay,False,SIMULATED: transit deviation 2.6 h; load 126 pieces; received-document reading 126; image damage proxy 0.43.
SYNTHETIC_NOT_REAL,SYN-000084,SYN-FO-000084,2025-01-07T01:24:57.600000+00:00,train,SYN-C034,Asia Pacific,351.68,45,0.862,0.3097,1.414,4.0,477,441,0.03,shortage,shortage,False,SIMULATED: transit deviation 1.4 h; load 477 pieces; received-document reading 441; image damage proxy 0.31.
SYNTHETIC_NOT_REAL,SYN-000085,SYN-FO-000085,2025-01-07T03:10:04.800000+00:00,train,SYN-C046,Latin America,401.29,45,0.7368,0.7392,0.447,2.0,193,190,0.01,damage,damage,False,SIMULATED: transit deviation 0.4 h; load 193 pieces; received-document reading 190; image damage proxy 0.74.
SYNTHETIC_NOT_REAL,SYN-000086,SYN-FO-000086,2025-01-07T04:55:12+00:00,train,SYN-C066,North America,483.14,45,0.7235,0.8208,35.254,24.0,144,140,0.03,delay,delay,False,SIMULATED: transit deviation 35.3 h; load 144 pieces; received-document reading 140; image damage proxy 0.82.
SYNTHETIC_NOT_REAL,SYN-000087,SYN-FO-000087,2025-01-07T06:40:19.200000+00:00,train,SYN-C005,Latin America,286.75,60,0.5968,0.2363,6.494,4.0,282,261,0.0,delay,delay,False,SIMULATED: transit deviation 6.5 h; load 282 pieces; received-document reading 261; image damage proxy 0.24.
